t0,t1,gap_hours,ph0,ec0,dph_true,dec_true,dph_pred,dec_pred,ph1_true,ec1_true,ph1_pred,ec1_pred,train_intervals
2025-08-14 12:30:00,2025-08-14 16:20:00,3.8333333333333335,8.12,2.39,0.5100000000000016,0.1299999999999999,-0.15216813382684996,-0.6143551885164795,8.63,2.52,7.9678318661731495,1.7756448114835206,30
2025-08-14 16:20:00,2025-08-17 08:10:00,63.833333333333336,8.63,2.52,-1.5600000000000005,-1.375,-0.8465732787901398,-1.0701214762523918,7.07,1.145,7.783426721209861,1.4498785237476082,31
2025-08-17 08:10:00,2025-08-17 12:40:00,4.5,7.07,1.145,2.2300000000000004,1.5350000000000001,0.46633012148240516,0.8878804804550217,9.3,2.68,7.536330121482406,2.0328804804550216,32
2025-08-17 12:40:00,2025-08-18 08:30:00,19.833333333333332,9.3,2.68,-1.0100000000000016,-0.7480000000000002,-0.8724331204056203,-1.1899155209577732,8.29,1.932,8.42756687959438,1.490084479042227,33
2025-08-18 08:30:00,2025-08-18 14:40:00,6.166666666666667,8.29,1.932,0.9000000000000004,0.9980000000000002,-0.66610804261893,0.9115568076161691,9.19,2.93,7.623891957381069,2.843556807616169,34
2025-08-18 14:40:00,2025-08-19 12:30:00,21.833333333333332,9.19,2.93,0.41999999999999993,-1.1780000000000002,-0.8779932173849323,-1.2272730229244715,9.61,1.752,8.312006782615068,1.7027269770755287,35
2025-08-19 12:30:00,2025-08-19 17:30:00,5.0,9.61,1.752,-0.5299999999999994,-0.3979999999999999,-0.5775680975994788,0.13717622976757768,9.08,1.354,9.032431902400521,1.8891762297675776,36
2025-08-19 17:30:00,2025-08-20 12:00:00,18.5,9.08,1.354,0.13000000000000078,-0.44210000000000005,-0.5222840597868013,0.6079156096589997,9.21,0.9119,8.5577159402132,1.9619156096589998,37
2025-08-20 12:00:00,2025-08-20 12:20:00,0.3333333333333333,9.21,0.9119,-0.8400000000000016,-0.06680000000000008,-0.26232020136419915,0.2360371053215005,8.37,0.8451,8.947679798635802,1.1479371053215006,38
2025-08-20 12:20:00,2025-08-21 13:00:00,24.666666666666668,8.37,0.8451,-0.22999999999999865,-0.10709999999999997,-0.40133022544524216,-0.002044749063452671,8.14,0.738,7.9686697745547574,0.8430552509365473,39
2025-08-21 13:00:00,2025-08-21 15:00:00,2.0,8.14,0.738,-0.6000000000000005,0.08982000000000001,0.2588794233958227,-0.09124379544095611,7.54,0.82782,8.398879423395822,0.6467562045590439,40
2025-08-21 15:00:00,2025-08-25 09:00:00,90.0,7.54,0.82782,1.5300000000000002,-0.50082,0.2501944091145999,0.16385994240622462,9.07,0.32699999999999996,7.7901944091146,0.9916799424062246,41
2025-08-25 09:00:00,2025-08-25 16:00:00,7.0,9.07,0.327,0.7899999999999991,0.0,-0.2708678875962035,0.7430549793878365,9.86,0.327,8.799132112403797,1.0700549793878364,42
2025-08-25 16:00:00,2025-08-26 12:00:00,20.0,9.86,0.327,-2.4899999999999993,-0.061,-0.07530859175595002,0.2077949629444901,7.37,0.266,9.784691408244049,0.5347949629444901,43
2025-08-26 12:00:00,2025-08-26 16:30:00,4.5,7.37,0.266,-0.009999999999999787,0.04799999999999999,0.9537912816019006,0.5051250719965144,7.36,0.314,8.3237912816019,0.7711250719965144,44
2025-08-26 16:30:00,2025-08-27 11:40:00,19.166666666666668,7.36,0.314,0.39999999999999947,-0.133,0.719178266251722,0.4822478098954418,7.76,0.181,8.079178266251722,0.7962478098954417,45
2025-08-27 11:40:00,2025-08-27 14:10:00,2.5,7.76,0.181,1.17,0.11299999999999999,0.612557753501873,0.14972819566334009,8.93,0.294,8.372557753501873,0.3307281956633401,46
2025-08-27 14:10:00,2025-08-28 13:30:00,23.333333333333332,8.93,0.294,-1.3099999999999996,0.064,-0.45167407856602027,-0.011223728410577,7.62,0.358,8.47832592143398,0.282776271589423,47
2025-08-28 13:30:00,2025-08-28 15:00:00,1.5,7.62,0.358,2.669999999999999,-0.184,0.7928162933940509,0.05230601722479368,10.29,0.174,8.412816293394052,0.41030601722479365,48
2025-08-28 15:00:00,2025-08-31 08:20:00,65.33333333333333,10.29,0.174,-2.5599999999999987,0.006000000000000005,-0.9485849516531171,-0.04591920962789866,7.73,0.18,9.341415048346882,0.12808079037210132,49
2025-08-31 08:20:00,2025-08-31 12:30:00,4.166666666666667,7.73,0.18,2.76,-0.012999999999999984,0.9086928319350064,0.8841443984620896,10.49,0.167,8.638692831935007,1.0641443984620895,50
2025-08-31 12:30:00,2025-09-01 08:30:00,20.0,10.49,0.167,-0.7300000000000004,0.12499999999999997,-0.9463598832750492,-0.0602004824425546,9.76,0.292,9.543640116724951,0.1067995175574454,51
2025-09-01 08:30:00,2025-09-01 12:30:00,4.0,9.76,0.292,0.620000000000001,0.014000000000000012,-0.5890286590489616,0.7001319588284157,10.38,0.306,9.170971340951038,0.9921319588284156,52
2025-09-01 12:30:00,2025-09-02 08:30:00,20.0,10.38,0.306,-2.380000000000001,-0.13799999999999998,-0.840560265085524,0.001002298175183625,8.0,0.168,9.539439734914477,0.3070022981751836,53
2025-09-02 08:30:00,2025-09-02 15:00:00,6.5,8.0,0.168,2.34,0.13099999999999998,0.7196231855661533,0.5359423617639597,10.34,0.299,8.719623185566153,0.7039423617639597,54
2025-09-02 15:00:00,2025-09-03 09:00:00,18.0,10.34,0.299,-1.4700000000000006,0.0020000000000000018,-0.9916114618297925,-0.014712805890373371,8.87,0.301,9.348388538170207,0.2842871941096266,55
2025-09-03 09:00:00,2025-09-03 15:20:00,6.333333333333333,8.87,0.301,1.450000000000001,0.007000000000000006,-0.1275623326027363,0.45075449342064533,10.32,0.308,8.742437667397263,0.7517544934206453,56
2025-09-03 15:20:00,2025-09-07 08:50:00,89.5,10.32,0.308,-2.0700000000000003,0.026000000000000023,-1.3964261236887778,-0.04378415106945881,8.25,0.334,8.923573876311222,0.2642158489305412,57
2025-09-07 08:50:00,2025-09-07 15:30:00,6.666666666666667,8.25,0.334,1.7599999999999998,-0.17920000000000003,0.9783677392572269,0.34437609742704384,10.01,0.1548,9.228367739257227,0.6783760974270439,58
2025-09-07 15:30:00,2025-09-08 09:30:00,18.0,10.01,0.1548,-1.209999999999999,0.17120000000000002,-1.2710725892984924,0.006239432759693868,8.8,0.326,8.738927410701507,0.16103943275969387,59
2025-09-08 09:30:00,2025-09-08 13:50:00,4.333333333333333,8.8,0.326,0.9599999999999991,-0.17,0.38253089578700433,0.1926545177319351,9.76,0.156,9.182530895787005,0.518654517731935,60
2025-09-08 13:50:00,2025-09-09 08:30:00,18.666666666666668,9.76,0.156,-1.8599999999999994,0.19199999999999998,-0.9628900127131418,0.039072668692669954,7.9,0.348,8.797109987286857,0.19507266869266995,61
2025-09-09 08:30:00,2025-09-09 14:10:00,5.666666666666667,7.9,0.348,2.0,-0.04799999999999999,1.6249247119382302,0.12616464707387187,9.9,0.3,9.52492471193823,0.47416464707387185,62
2025-09-09 14:10:00,2025-09-09 15:40:00,1.5,9.9,0.3,-0.019999999999999574,0.046999999999999986,-0.7838633080658792,0.031180971485747534,9.88,0.347,9.116136691934122,0.33118097148574754,63
2025-09-09 15:40:00,2025-09-09 18:40:00,3.0,9.88,0.347,-0.5500000000000007,-0.18599999999999997,-0.5228222285509253,-0.050545998035571145,9.33,0.161,9.357177771449075,0.29645400196442884,64
2025-09-09 18:40:00,2025-09-10 07:50:00,13.166666666666666,9.33,0.161,-1.46,0.18100000000000002,-0.4767917202763027,0.1301985600467963,7.87,0.342,8.853208279723697,0.29119856004679634,65
2025-09-10 07:50:00,2025-09-10 11:30:00,3.6666666666666665,7.87,0.342,1.63,-0.050000000000000044,1.6146562087741843,0.012156408058057575,9.5,0.292,9.484656208774185,0.3541564080580576,66
2025-09-10 11:30:00,2025-09-10 13:50:00,2.3333333333333335,9.5,0.292,0.6600000000000001,0.01100000000000001,-0.2680335106466138,0.04487547562616152,10.16,0.303,9.231966489353386,0.3368754756261615,67
2025-09-10 13:50:00,2025-09-10 15:50:00,2.0,10.16,0.303,0.0600000000000005,0.0030000000000000027,-0.3434093801498104,0.15219035901084463,10.22,0.306,9.81659061985019,0.4551903590108446,68
2025-09-10 15:50:00,2025-09-11 07:50:00,16.0,10.22,0.306,-2.410000000000001,0.030000000000000027,-1.458467867559427,0.08931420294669037,7.81,0.336,8.761532132440573,0.3953142029466904,69
2025-09-11 07:50:00,2025-09-11 11:20:00,3.5,7.81,0.336,1.4300000000000006,-0.166,1.6295019330370246,0.051455129364629384,9.24,0.17,9.439501933037024,0.3874551293646294,70
2025-09-11 11:20:00,2025-09-11 13:30:00,2.1666666666666665,9.24,0.17,0.15000000000000036,0.17799999999999996,0.1400926840818907,0.0902149958301017,9.39,0.348,9.380092684081891,0.2602149958301017,71
2025-09-11 13:30:00,2025-09-11 14:10:00,0.6666666666666666,9.39,0.348,0.6699999999999999,-0.022999999999999965,-0.16644167778031665,0.0052714019695820034,10.06,0.325,9.223558322219684,0.35327140196958196,72
2025-09-11 14:10:00,2025-09-11 17:20:00,3.1666666666666665,10.06,0.325,-0.5,-0.03700000000000003,-0.26514565196402734,0.0027819293234426635,9.56,0.288,9.794854348035972,0.3277819293234427,73
2025-09-11 17:20:00,2025-09-11 18:10:00,0.8333333333333334,9.56,0.288,-0.5099999999999998,0.061,0.11101712002034138,0.04554745899839172,9.05,0.349,9.671017120020341,0.3335474589983917,74
2025-09-11 18:10:00,2025-09-14 08:30:00,62.333333333333336,9.05,0.349,-0.5700000000000003,-0.172,-0.9557212497527299,-0.06961571274418289,8.48,0.177,8.094278750247272,0.2793842872558171,75
2025-09-14 08:30:00,2025-09-14 11:30:00,3.0,8.48,0.177,0.7799999999999994,0.10899999999999999,0.9076924377294427,0.16355978593671605,9.26,0.286,9.387692437729443,0.34055978593671604,76
2025-09-14 11:30:00,2025-09-14 12:20:00,0.8333333333333334,9.26,0.286,0.39000000000000057,0.030000000000000027,0.03227324889044294,0.04234958112859029,9.65,0.316,9.292273248890442,0.32834958112859025,77
2025-09-14 12:20:00,2025-09-14 15:10:00,2.8333333333333335,9.65,0.316,0.29999999999999893,-0.16,0.009035425285821045,-0.0699021093964897,9.95,0.156,9.659035425285822,0.24609789060351028,78
2025-09-14 15:10:00,2025-09-14 18:00:00,2.8333333333333335,9.95,0.156,-0.5899999999999999,0.151,-0.3216299828775135,0.13151182809392203,9.36,0.307,9.628370017122485,0.28751182809392206,79
2025-09-14 18:00:00,2025-09-15 08:10:00,14.166666666666666,9.36,0.307,-1.4399999999999995,-0.10899999999999999,-0.9969366044277791,-0.025924688346945262,7.92,0.198,8.36306339557222,0.2810753116530547,80
2025-09-15 08:10:00,2025-09-15 12:00:00,3.8333333333333335,7.92,0.198,1.5299999999999994,0.123,1.6537650828940853,0.059362454485232634,9.45,0.321,9.573765082894084,0.25736245448523265,81
2025-09-15 12:00:00,2025-09-15 14:10:00,2.1666666666666665,9.45,0.321,0.6800000000000015,0.01100000000000001,0.1339852916470462,-0.004404417236840058,10.13,0.332,9.583985291647046,0.31659558276315997,82
2025-09-15 14:10:00,2025-09-15 15:30:00,1.3333333333333333,10.13,0.332,0.06999999999999851,0.0020000000000000018,-0.3909622597481212,-0.0060634323133718195,10.2,0.334,9.739037740251879,0.3259365676866282,83
2025-09-15 15:30:00,2025-09-15 17:40:00,2.1666666666666665,10.2,0.334,-1.1099999999999994,0.04899999999999999,-0.37583298663722353,-0.02428926195963123,9.09,0.383,9.824167013362775,0.3097107380403688,84
2025-09-15 17:40:00,2025-09-16 06:40:00,13.0,9.09,0.383,-1.4299999999999997,-0.025000000000000022,-0.7806017710972466,-0.08967715190031578,7.66,0.358,8.309398228902753,0.29332284809968423,85
2025-09-16 06:40:00,2025-09-16 08:50:00,2.1666666666666665,7.66,0.358,0.4800000000000004,-0.175,1.5441683489615181,-0.010918417952886575,8.14,0.183,9.204168348961518,0.3470815820471134,86
2025-09-16 08:50:00,2025-09-16 10:00:00,1.1666666666666667,8.14,0.183,-0.20000000000000018,0.23099999999999998,1.2445457510649722,0.07581623892601858,7.94,0.414,9.384545751064973,0.25881623892601857,87
2025-09-16 10:00:00,2025-09-16 12:10:00,2.1666666666666665,7.94,0.414,1.5599999999999996,-0.11199999999999999,0.8213239861418351,0.02311639636560847,9.5,0.302,8.761323986141836,0.43711639636560845,88
2025-09-16 12:10:00,2025-09-16 13:50:00,1.6666666666666667,9.5,0.302,0.3800000000000008,0.007000000000000006,0.2040016091914621,0.02560991284254402,9.88,0.309,9.704001609191462,0.32760991284254404,89
2025-09-16 13:50:00,2025-09-17 08:50:00,19.0,9.88,0.309,-1.58,-0.094,-1.528246446697866,0.0031412766979759836,8.3,0.215,8.351753553302135,0.312141276697976,90
2025-09-17 08:50:00,2025-09-17 11:50:00,3.0,8.3,0.215,0.5800000000000001,-0.087,1.028688042148931,0.11089330912358612,8.88,0.128,9.328688042148931,0.3258933091235861,91
2025-09-17 11:50:00,2025-09-17 13:30:00,1.6666666666666667,8.88,0.128,0.8999999999999986,0.20500000000000002,0.3544205914623623,0.13857878525533315,9.78,0.333,9.234420591462364,0.2665787852553332,92
2025-09-17 13:30:00,2025-09-17 15:20:00,1.8333333333333333,9.78,0.333,0.07000000000000028,-0.11200000000000002,-0.2537261762055992,-0.018203546855171192,9.85,0.221,9.5262738237944,0.31479645314482885,93
2025-09-17 15:20:00,2025-09-18 07:10:00,15.833333333333334,9.85,0.221,-2.09,0.24899999999999997,-1.6444400780023323,0.03914223764815714,7.76,0.47,8.205559921997667,0.26014223764815714,94
2025-09-18 07:10:00,2025-09-18 09:40:00,2.5,7.76,0.47,0.9700000000000006,-0.06,1.2364355480709401,-0.06311760513885029,8.73,0.41,8.99643554807094,0.4068823948611497,95
2025-09-18 09:40:00,2025-09-18 10:30:00,0.8333333333333334,8.73,0.41,0.6199999999999992,-0.044999999999999984,0.47209598526312446,-0.03381712219560434,9.35,0.365,9.202095985263124,0.37618287780439563,96
2025-09-18 10:30:00,2025-09-18 12:00:00,1.5,9.35,0.365,-2.08,0.615,0.2517276393330073,-0.06397650338134575,7.27,0.98,9.601727639333006,0.30102349661865424,97
2025-09-18 12:00:00,2025-09-18 13:10:00,1.1666666666666667,7.27,0.98,-0.1899999999999995,-0.31799999999999995,0.9222437702700853,0.5671680959291412,7.08,0.662,8.192243770270085,1.5471680959291412,98
2025-09-18 13:10:00,2025-09-18 14:10:00,1.0,7.08,0.662,-0.4299999999999997,0.04699999999999993,0.6680126972557128,-0.0169206233178294,6.65,0.709,7.748012697255713,0.6450793766821706,99
2025-09-18 14:10:00,2025-09-18 15:10:00,1.0,6.65,0.709,0.14999999999999947,-0.028999999999999915,0.165731124855644,0.005915956897138589,6.8,0.68,6.8157311248556445,0.7149159568971386,100
2025-09-18 15:10:00,2025-09-21 06:30:00,63.333333333333336,6.8,0.68,-0.6099999999999994,-0.17900000000000005,0.0901615075050616,-0.021684197122175092,6.19,0.501,6.890161507505061,0.658315802877825,101
2025-09-21 06:30:00,2025-09-21 07:20:00,0.8333333333333334,6.19,0.501,-1.4400000000000004,3.7290000000000005,0.7017211764428276,-0.033556529962635466,4.75,4.23,6.891721176442828,0.46744347003736453,102
2025-09-21 07:20:00,2025-09-21 08:40:00,1.3333333333333333,4.75,4.23,0.0,0.7399999999999993,0.9027906293639163,-0.9807344319792545,4.75,4.97,5.652790629363916,3.249265568020746,103
2025-09-21 08:40:00,2025-09-21 10:30:00,1.8333333333333333,4.75,4.97,0.41999999999999993,-0.4500000000000002,0.7374499239252414,-0.6346630099988302,5.17,4.52,5.487449923925242,4.33533699000117,104
2025-09-21 10:30:00,2025-09-21 11:40:00,1.1666666666666667,5.17,4.52,0.08000000000000007,-0.11999999999999922,0.3562655042697667,-0.7478995914033146,5.25,4.4,5.526265504269767,3.772100408596685,105
2025-09-21 11:40:00,2025-09-21 13:40:00,2.0,5.25,4.4,0.08000000000000007,0.1299999999999999,0.34169532544011466,-0.7377277972896776,5.33,4.53,5.5916953254401145,3.662272202710323,106
2025-09-21 13:40:00,2025-09-21 15:30:00,1.8333333333333333,5.33,4.53,0.07000000000000028,-0.6600000000000001,0.06537133614810321,-0.6110620573471064,5.4,3.87,5.395371336148103,3.918937942652894,107
